Vreme;IdZadatka;Segment;Algoritam;DuzinaPuta;PosecenihCvorova;VremeMs;Izabran;SirinaLavirinta;VisinaLavirinta;BrojAktivnihVozila;BrojAktivnihZadataka
2026-08-11 16:51:39;1;Vozilo->Klijent;BFS;2;6;0.0054;True;15;15;10;0
2026-08-11 16:51:39;1;Vozilo->Klijent;Dijkstra;2;5;0.0204;False;15;15;10;0
2026-08-11 16:51:39;1;Vozilo->Klijent;A*;2;3;0.0096;False;15;15;10;0
2026-08-11 16:51:39;1;Klijent->Odrediste;BFS;19;115;0.1163;True;15;15;10;0
2026-08-11 16:51:39;1;Klijent->Odrediste;Dijkstra;19;101;0.3275;False;15;15;10;0
2026-08-11 16:51:39;1;Klijent->Odrediste;A*;19;44;0.1378;False;15;15;10;0
2026-08-11 16:52:11;2;Vozilo->Klijent;BFS;1;3;0.0021;True;15;15;10;0
2026-08-11 16:52:11;2;Vozilo->Klijent;Dijkstra;1;2;0.0114;False;15;15;10;0
2026-08-11 16:52:11;2;Vozilo->Klijent;A*;1;2;0.0086;False;15;15;10;0
2026-08-11 16:52:11;2;Klijent->Odrediste;BFS;5;34;0.0342;False;15;15;10;0
2026-08-11 16:52:11;2;Klijent->Odrediste;Dijkstra;5;25;0.0864;False;15;15;10;0
2026-08-11 16:52:11;2;Klijent->Odrediste;A*;5;7;0.0225;True;15;15;10;0
2026-08-11 16:52:36;3;Vozilo->Klijent;BFS;1;4;0.0032;True;15;15;10;0
2026-08-11 16:52:36;3;Vozilo->Klijent;Dijkstra;1;2;0.0165;False;15;15;10;0
2026-08-11 16:52:36;3;Vozilo->Klijent;A*;1;2;0.0115;False;15;15;10;0
2026-08-11 16:52:36;3;Klijent->Odrediste;BFS;6;44;0.0657;False;15;15;10;0
2026-08-11 16:52:36;3;Klijent->Odrediste;Dijkstra;6;36;0.1796;False;15;15;10;0
2026-08-11 16:52:36;3;Klijent->Odrediste;A*;6;11;0.0559;True;15;15;10;0
2026-08-11 16:52:51;4;Vozilo->Klijent;BFS;9;32;0.0422;False;15;15;10;0
2026-08-11 16:52:51;4;Vozilo->Klijent;Dijkstra;9;26;0.1037;False;15;15;10;0
2026-08-11 16:52:51;4;Vozilo->Klijent;A*;9;14;0.0413;True;15;15;10;0
2026-08-11 16:52:51;4;Klijent->Odrediste;BFS;56;225;0.3254;True;15;15;10;0
2026-08-11 16:52:51;4;Klijent->Odrediste;Dijkstra;56;225;1.6424;False;15;15;10;0
2026-08-11 16:52:51;4;Klijent->Odrediste;A*;56;225;1.0418;False;15;15;10;0
2026-08-11 16:53:55;5;Vozilo->Klijent;BFS;6;45;0.0518;False;15;15;10;0
2026-08-11 16:53:55;5;Vozilo->Klijent;Dijkstra;6;37;0.1462;False;15;15;10;0
2026-08-11 16:53:55;5;Vozilo->Klijent;A*;6;13;0.0480;True;15;15;10;0
2026-08-11 16:53:55;5;Klijent->Odrediste;BFS;14;107;0.1228;False;15;15;10;0
2026-08-11 16:53:55;5;Klijent->Odrediste;Dijkstra;14;96;1.3397;False;15;15;10;0
2026-08-11 16:53:55;5;Klijent->Odrediste;A*;14;34;0.1211;True;15;15;10;0
2026-08-11 16:54:44;6;Vozilo->Klijent;BFS;3;22;0.0215;True;15;15;10;0
2026-08-11 16:54:44;6;Vozilo->Klijent;Dijkstra;3;14;0.0618;False;15;15;10;0
2026-08-11 16:54:44;6;Vozilo->Klijent;A*;3;6;0.0256;False;15;15;10;0
2026-08-11 16:54:44;6;Klijent->Odrediste;BFS;6;40;0.0423;False;15;15;10;0
2026-08-11 16:54:44;6;Klijent->Odrediste;Dijkstra;6;29;0.1062;False;15;15;10;0
2026-08-11 16:54:44;6;Klijent->Odrediste;A*;6;12;0.0417;True;15;15;10;0
2026-08-11 16:55:12;7;Vozilo->Klijent;BFS;5;23;0.0318;True;15;15;10;0
2026-08-11 16:55:12;7;Vozilo->Klijent;Dijkstra;5;18;0.0798;False;15;15;10;0
2026-08-11 16:55:12;7;Vozilo->Klijent;A*;5;10;1.3361;False;15;15;10;0
2026-08-11 16:55:12;7;Klijent->Odrediste;BFS;19;192;0.3614;True;15;15;10;0
2026-08-11 16:55:12;7;Klijent->Odrediste;Dijkstra;19;188;1.1757;False;15;15;10;0
2026-08-11 16:55:12;7;Klijent->Odrediste;A*;19;92;0.7154;False;15;15;10;0
2026-08-11 16:55:58;8;Vozilo->Klijent;BFS;2;11;0.0096;True;15;15;10;0
2026-08-11 16:55:58;8;Vozilo->Klijent;Dijkstra;2;7;0.0299;False;15;15;10;0
2026-08-11 16:55:58;8;Vozilo->Klijent;A*;2;3;0.0107;False;15;15;10;0
2026-08-11 16:55:58;8;Klijent->Odrediste;BFS;11;90;0.0905;False;15;15;10;0
2026-08-11 16:55:58;8;Klijent->Odrediste;Dijkstra;11;72;0.2991;False;15;15;10;0
2026-08-11 16:55:58;8;Klijent->Odrediste;A*;11;14;0.0425;True;15;15;10;0
2026-08-11 16:56:38;9;Vozilo->Klijent;BFS;8;64;0.1094;True;15;15;10;0
2026-08-11 16:56:38;9;Vozilo->Klijent;Dijkstra;8;50;0.3156;False;15;15;10;0
2026-08-11 16:56:38;9;Vozilo->Klijent;A*;8;21;0.1199;False;15;15;10;0
2026-08-11 16:56:38;9;Klijent->Odrediste;BFS;17;166;0.2639;True;15;15;10;0
2026-08-11 16:56:38;9;Klijent->Odrediste;Dijkstra;17;153;1.0721;False;15;15;10;0
2026-08-11 16:56:38;9;Klijent->Odrediste;A*;17;60;0.3901;False;15;15;10;0
2026-08-11 16:57:19;10;Vozilo->Klijent;BFS;14;153;0.1785;True;15;15;10;0
2026-08-11 16:57:19;10;Vozilo->Klijent;Dijkstra;14;140;0.8091;False;15;15;10;0
2026-08-11 16:57:19;10;Vozilo->Klijent;A*;14;56;0.2459;False;15;15;10;0
2026-08-11 16:57:19;10;Klijent->Odrediste;BFS;17;104;0.3099;False;15;15;10;0
2026-08-11 16:57:19;10;Klijent->Odrediste;Dijkstra;17;95;0.3268;False;15;15;10;0
2026-08-11 16:57:19;10;Klijent->Odrediste;A*;17;48;0.1655;True;15;15;10;0
2026-08-11 16:57:57;11;Vozilo->Klijent;BFS;7;60;0.0705;False;15;15;10;0
2026-08-11 16:57:57;11;Vozilo->Klijent;Dijkstra;7;52;0.2262;False;15;15;10;0
2026-08-11 16:57:57;11;Vozilo->Klijent;A*;7;15;0.0647;True;15;15;10;0
2026-08-11 16:57:57;11;Klijent->Odrediste;BFS;7;46;0.0481;True;15;15;10;0
2026-08-11 16:57:57;11;Klijent->Odrediste;Dijkstra;7;34;0.2435;False;15;15;10;0
2026-08-11 16:57:57;11;Klijent->Odrediste;A*;7;14;0.0486;False;15;15;10;0
2026-08-11 16:58:39;12;Vozilo->Klijent;BFS;6;35;0.0364;False;15;15;10;0
2026-08-11 16:58:39;12;Vozilo->Klijent;Dijkstra;6;26;0.1008;False;15;15;10;0
2026-08-11 16:58:39;12;Vozilo->Klijent;A*;6;10;0.0330;True;15;15;10;0
2026-08-11 16:58:39;12;Klijent->Odrediste;BFS;29;215;0.2852;True;15;15;10;0
2026-08-11 16:58:39;12;Klijent->Odrediste;Dijkstra;29;213;0.8294;False;15;15;10;0
2026-08-11 16:58:39;12;Klijent->Odrediste;A*;29;162;0.8186;False;15;15;10;0
2026-08-11 16:59:18;13;Vozilo->Klijent;BFS;5;41;0.0453;False;15;15;10;0
2026-08-11 16:59:18;13;Vozilo->Klijent;Dijkstra;5;32;0.1400;False;15;15;10;0
2026-08-11 16:59:18;13;Vozilo->Klijent;A*;5;9;0.0362;True;15;15;10;0
2026-08-11 16:59:18;13;Klijent->Odrediste;BFS;10;109;0.1436;False;15;15;10;0
2026-08-11 16:59:18;13;Klijent->Odrediste;Dijkstra;10;96;0.4671;False;15;15;10;0
2026-08-11 16:59:18;13;Klijent->Odrediste;A*;10;19;0.0749;True;15;15;10;0
2026-08-11 16:59:54;14;Vozilo->Klijent;BFS;5;31;0.0312;True;15;15;10;0
2026-08-11 16:59:54;14;Vozilo->Klijent;Dijkstra;5;23;0.1218;False;15;15;10;0
2026-08-11 16:59:54;14;Vozilo->Klijent;A*;5;9;0.0420;False;15;15;10;0
2026-08-11 16:59:54;14;Klijent->Odrediste;BFS;15;138;0.1842;False;15;15;10;0
2026-08-11 16:59:54;14;Klijent->Odrediste;Dijkstra;15;126;0.9301;False;15;15;10;0
2026-08-11 16:59:54;14;Klijent->Odrediste;A*;15;41;0.1633;True;15;15;10;0
2026-08-11 17:04:46;0;Vozilo->Klijent;BFS;40;430;0.5236;True;25;25;1;0
2026-08-11 17:04:46;0;Vozilo->Klijent;Dijkstra;40;400;3.1916;False;25;25;1;0
2026-08-11 17:04:46;0;Vozilo->Klijent;A*;40;124;0.8494;False;25;25;1;0
2026-08-11 17:04:46;0;Klijent->Odrediste;BFS;58;585;0.7355;True;25;25;1;0
2026-08-11 17:04:46;0;Klijent->Odrediste;Dijkstra;58;583;3.5249;False;25;25;1;0
2026-08-11 17:04:46;0;Klijent->Odrediste;A*;58;409;3.5575;False;25;25;1;0
2026-08-11 17:06:19;1;Vozilo->Klijent;BFS;19;165;0.1881;True;25;25;1;0
2026-08-11 17:06:19;1;Vozilo->Klijent;Dijkstra;19;154;0.7693;False;25;25;1;0
2026-08-11 17:06:19;1;Vozilo->Klijent;A*;19;70;0.4182;False;25;25;1;0
2026-08-11 17:06:19;1;Klijent->Odrediste;BFS;28;388;0.5037;True;25;25;1;0
2026-08-11 17:06:19;1;Klijent->Odrediste;Dijkstra;28;357;2.7982;False;25;25;1;0
2026-08-11 17:06:19;1;Klijent->Odrediste;A*;28;159;0.8316;False;25;25;1;0
2026-08-11 17:07:01;2;Vozilo->Klijent;BFS;51;557;0.6767;True;25;25;1;0
2026-08-11 17:07:01;2;Vozilo->Klijent;Dijkstra;51;540;2.9904;False;25;25;1;0
2026-08-11 17:07:01;2;Vozilo->Klijent;A*;51;342;1.8781;False;25;25;1;0
2026-08-11 17:07:01;2;Klijent->Odrediste;BFS;27;278;0.2977;True;25;25;1;0
2026-08-11 17:07:01;2;Klijent->Odrediste;Dijkstra;27;267;1.1119;False;25;25;1;0
2026-08-11 17:07:01;2;Klijent->Odrediste;A*;27;156;0.6578;False;25;25;1;0
2026-08-11 17:08:15;3;Vozilo->Klijent;BFS;40;600;0.9519;True;25;25;1;0
2026-08-11 17:08:15;3;Vozilo->Klijent;Dijkstra;40;593;6.8431;False;25;25;1;0
2026-08-11 17:08:15;3;Vozilo->Klijent;A*;40;215;1.5627;False;25;25;1;0
2026-08-11 17:08:15;3;Klijent->Odrediste;BFS;29;221;0.2750;True;25;25;1;0
2026-08-11 17:08:15;3;Klijent->Odrediste;Dijkstra;29;214;0.8541;False;25;25;1;0
2026-08-11 17:08:15;3;Klijent->Odrediste;A*;29;141;0.6756;False;25;25;1;0
2026-08-11 17:09:15;4;Vozilo->Klijent;BFS;10;57;0.0637;True;25;25;1;0
2026-08-11 17:09:15;4;Vozilo->Klijent;Dijkstra;10;49;0.1716;False;25;25;1;0
2026-08-11 17:09:15;4;Vozilo->Klijent;A*;10;24;0.0868;False;25;25;1;0
2026-08-11 17:09:15;4;Klijent->Odrediste;BFS;30;447;0.5382;True;25;25;1;0
2026-08-11 17:09:15;4;Klijent->Odrediste;Dijkstra;30;422;3.4126;False;25;25;1;0
2026-08-11 17:09:15;4;Klijent->Odrediste;A*;30;135;0.7211;False;25;25;1;0
2026-08-11 17:10:45;5;Vozilo->Klijent;BFS;26;350;0.4188;True;25;25;1;0
2026-08-11 17:10:45;5;Vozilo->Klijent;Dijkstra;26;329;2.5158;False;25;25;1;0
2026-08-11 17:10:45;5;Vozilo->Klijent;A*;26;71;0.4622;False;25;25;1;0
2026-08-11 17:10:45;5;Klijent->Odrediste;BFS;14;105;0.1189;False;25;25;1;0
2026-08-11 17:10:45;5;Klijent->Odrediste;Dijkstra;14;94;0.3843;False;25;25;1;0
2026-08-11 17:10:45;5;Klijent->Odrediste;A*;14;30;0.0927;True;25;25;1;0
2026-08-11 17:12:04;6;Vozilo->Klijent;BFS;19;175;0.2051;True;25;25;1;0
2026-08-11 17:12:04;6;Vozilo->Klijent;Dijkstra;19;163;0.8463;False;25;25;1;0
2026-08-11 17:12:04;6;Vozilo->Klijent;A*;19;63;0.2342;False;25;25;1;0
2026-08-11 17:12:04;6;Klijent->Odrediste;BFS;11;55;0.0711;True;25;25;1;0
2026-08-11 17:12:04;6;Klijent->Odrediste;Dijkstra;11;49;0.1700;False;25;25;1;0
2026-08-11 17:12:04;6;Klijent->Odrediste;A*;11;27;0.1223;False;25;25;1;0
2026-08-11 17:12:38;7;Vozilo->Klijent;BFS;25;295;0.3604;True;25;25;1;0
2026-08-11 17:12:38;7;Vozilo->Klijent;Dijkstra;25;275;2.1367;False;25;25;1;0
2026-08-11 17:12:38;7;Vozilo->Klijent;A*;25;114;0.5265;False;25;25;1;0
2026-08-11 17:12:38;7;Klijent->Odrediste;BFS;49;488;0.5416;True;25;25;1;0
2026-08-11 17:12:38;7;Klijent->Odrediste;Dijkstra;49;473;2.6005;False;25;25;1;0
2026-08-11 17:12:38;7;Klijent->Odrediste;A*;49;295;1.3899;False;25;25;1;0
2026-08-11 17:13:53;8;Vozilo->Klijent;BFS;22;243;0.2769;True;25;25;1;0
2026-08-11 17:13:53;8;Vozilo->Klijent;Dijkstra;22;215;1.2266;False;25;25;1;0
2026-08-11 17:13:53;8;Vozilo->Klijent;A*;22;101;0.4784;False;25;25;1;0
2026-08-11 17:13:53;8;Klijent->Odrediste;BFS;31;476;0.6424;True;25;25;1;0
2026-08-11 17:13:53;8;Klijent->Odrediste;Dijkstra;31;451;4.0309;False;25;25;1;0
2026-08-11 17:13:53;8;Klijent->Odrediste;A*;31;122;0.8528;False;25;25;1;0
2026-08-11 17:25:15;9;Vozilo->Klijent;BFS;19;151;0.1736;True;25;25;1;0
2026-08-11 17:25:15;9;Vozilo->Klijent;Dijkstra;19;140;0.7172;False;25;25;1;0
2026-08-11 17:25:15;9;Vozilo->Klijent;A*;19;59;0.2089;False;25;25;1;0
2026-08-11 17:25:15;9;Klijent->Odrediste;BFS;38;472;1.1217;True;25;25;1;0
2026-08-11 17:25:15;9;Klijent->Odrediste;Dijkstra;38;455;2.2563;False;25;25;1;0
2026-08-11 17:25:15;9;Klijent->Odrediste;A*;38;178;2.0762;False;25;25;1;0
2026-08-11 17:26:39;10;Vozilo->Klijent;BFS;26;297;0.3709;True;25;25;1;0
2026-08-11 17:26:39;10;Vozilo->Klijent;Dijkstra;26;284;1.5559;False;25;25;1;0
2026-08-11 17:26:39;10;Vozilo->Klijent;A*;26;77;0.6541;False;25;25;1;0
2026-08-11 17:26:39;10;Klijent->Odrediste;BFS;34;405;0.5565;True;25;25;1;0
2026-08-11 17:26:39;10;Klijent->Odrediste;Dijkstra;34;391;2.1248;False;25;25;1;0
2026-08-11 17:26:39;10;Klijent->Odrediste;A*;34;161;1.0080;False;25;25;1;0
2026-08-11 17:27:46;11;Vozilo->Klijent;BFS;16;149;0.1777;True;25;25;1;0
2026-08-11 17:27:46;11;Vozilo->Klijent;Dijkstra;16;139;0.7036;False;25;25;1;0
2026-08-11 17:27:46;11;Vozilo->Klijent;A*;16;49;0.2094;False;25;25;1;0
2026-08-11 17:27:46;11;Klijent->Odrediste;BFS;46;606;1.4721;True;25;25;1;0
2026-08-11 17:27:46;11;Klijent->Odrediste;Dijkstra;46;595;4.1877;False;25;25;1;0
2026-08-11 17:27:46;11;Klijent->Odrediste;A*;46;287;2.1205;False;25;25;1;0
2026-08-11 17:29:01;12;Vozilo->Klijent;BFS;18;174;0.2025;True;25;25;1;0
2026-08-11 17:29:01;12;Vozilo->Klijent;Dijkstra;18;165;0.8028;False;25;25;1;0
2026-08-11 17:29:01;12;Vozilo->Klijent;A*;18;65;0.2434;False;25;25;1;0
2026-08-11 17:29:01;12;Klijent->Odrediste;BFS;71;621;1.2489;True;25;25;1;0
2026-08-11 17:29:01;12;Klijent->Odrediste;Dijkstra;71;620;3.1370;False;25;25;1;0
2026-08-11 17:29:01;12;Klijent->Odrediste;A*;71;606;4.9761;False;25;25;1;0
2026-08-11 17:35:31;13;Vozilo->Klijent;BFS;52;430;0.5077;True;25;25;1;0
2026-08-11 17:35:31;13;Vozilo->Klijent;Dijkstra;52;409;2.4727;False;25;25;1;0
2026-08-11 17:35:31;13;Vozilo->Klijent;A*;52;272;1.4698;False;25;25;1;0
2026-08-11 17:35:31;13;Klijent->Odrediste;BFS;28;441;0.6300;False;25;25;1;0
2026-08-11 17:35:31;13;Klijent->Odrediste;Dijkstra;28;426;3.2952;False;25;25;1;0
2026-08-11 17:35:31;13;Klijent->Odrediste;A*;28;103;0.5033;True;25;25;1;0
2026-08-11 17:55:38;14;Vozilo->Klijent;BFS;26;272;0.2707;True;25;25;1;0
2026-08-11 17:55:38;14;Vozilo->Klijent;Dijkstra;26;252;1.0950;False;25;25;1;0
2026-08-11 17:55:38;14;Vozilo->Klijent;A*;26;109;0.4319;False;25;25;1;0
2026-08-11 17:55:38;14;Klijent->Odrediste;BFS;19;158;0.1903;True;25;25;1;0
2026-08-11 17:55:38;14;Klijent->Odrediste;Dijkstra;19;148;0.5687;False;25;25;1;0
2026-08-11 17:55:38;14;Klijent->Odrediste;A*;19;68;0.7678;False;25;25;1;0
